credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
0,debt_consolidation,0.1229,100.06,9.744022778,10.91,667,720.0,4223,38.3,3,0,0,1
1,debt_consolidation,0.16,527.36,11.03488966,7.88,687,2520.0,15896,83.2,1,0,0,1
0,credit_card,0.1696,534.5,12.12269104,12.76,647,2190.0,49303,99.2,0,0,0,1
1,credit_card,0.1128,218.6,11.184421400000002,16.86,697,2208.0,21659,49.9,1,0,0,1
1,debt_consolidation,0.143,293.47,11.27720313,18.14,692,4440.041667,7987,42.5,3,0,0,1
0,debt_consolidation,0.1646,329.97,10.81977828,26.86,662,3600.0,18579,82.9,0,0,0,1
0,small_business,0.1071,328.47,11.46163217,13.43,737,3600.0,37055,46.5,8,0,0,1
1,major_purchase,0.0976,321.55,10.08580911,2.7,717,5168.0,3717,16.1,3,1,0,1
0,debt_consolidation,0.1189,497.46,11.22524339,19.17,717,5940.041667,125642,82.2,0,1,0,1
1,debt_consolidation,0.1426,686.12,11.59819449,13.43,702,6449.958333,30497,93.8,0,0,1,1
1,debt_consolidation,0.0963,320.95,10.30895266,15.88,762,3630.0,4532,33.6,0,0,0,1
1,all_other,0.1218,90.75,10.81977828,1.92,727,3209.958333,0,0.0,3,0,0,1
0,debt_consolidation,0.1525,869.7,10.71441777,13.73,697,7860.041667,18840,54.8,6,0,0,1
0,debt_consolidation,0.1513,260.47,10.98536052,17.59,647,3480.0,8135,79.0,3,0,0,1
1,small_business,0.1385,272.84,10.645424900000002,10.83,677,4740.0,5485,76.2,1,0,0,1
1,debt_consolidation,0.1316,202.63,10.49127422,23.77,692,4440.0,6581,39.6,1,0,0,1
1,all_other,0.1025,161.93,10.59763423,19.12,717,1649.041667,10625,65.6,0,0,0,1
0,debt_consolidation,0.1703,535.02,11.51292546,10.85,642,4139.041667,15827,76.1,1,2,0,1
1,debt_consolidation,0.1189,198.99,11.15625052,15.87,697,4499.958333,37138,73.4,1,0,0,1
1,all_other,0.1253,133.87,11.1193494,11.92,682,10890.0,33115,55.6,1,0,0,1
1,credit_card,0.0963,385.14,10.66895539,22.02,752,2807.041667,22486,26.6,0,0,0,1
1,all_other,0.0859,177.02,11.8277654,12.15,737,6600.0,38084,81.0,3,0,0,1
1,small_business,0.1695,178.14,10.81977828,21.7,687,4619.958333,5800,66.7,2,1,0,1
0,educational,0.1501,151.69,11.08214255,5.48,642,1739.9583329999998,4982,73.8,6,0,1,1
0,all_other,0.0945,224.07,11.51292546,7.6,717,4560.0,32145,83.1,8,0,0,1
1,all_other,0.1496,277.16,11.04132055,4.5,712,1379.958333,5009,49.6,0,0,0,1
0,small_business,0.1253,138.89,10.16600565,22.7,677,8970.041667,27535,54.4,1,0,0,1
1,debt_consolidation,0.0976,321.55,10.49824983,8.11,717,4139.958333,6179,11.2,2,0,0,1
1,debt_consolidation,0.1379,477.06,11.3736634,17.26,702,6960.0,43998,87.6,0,0,0,1
1,all_other,0.1189,198.99,11.3736634,19.38,727,5609.958333,42987,89.0,1,0,0,1
1,home_improvement,0.0894,190.63,10.81977828,15.7,737,3120.041667,55,0.6,3,0,0,1
1,debt_consolidation,0.1488,692.14,11.23848862,7.11,667,3899.041667,15773,95.0,0,0,0,1
1,debt_consolidation,0.0932,207.66,10.35456317,12.08,747,3450.0,2530,63.2,0,0,0,1
0,home_improvement,0.1071,202.13,11.1526727,10.63,697,3900.0,5031,59.2,4,0,0,1
1,debt_consolidation,0.1148,659.37,12.16525065,6.62,757,5100.0,26330,28.6,1,0,0,1
1,all_other,0.1273,167.84,11.01862914,15.76,682,5340.041667,8076,79.2,1,0,0,1
1,debt_consolidation,0.1348,542.79,10.81977828,21.07,697,2130.041667,11495,76.1,1,0,1,1
1,all_other,0.1287,94.18,10.72161404,3.52,682,4289.958333,2391,30.7,1,0,0,1
1,home_improvement,0.1189,331.64,11.13453063,18.83,727,4110.0,24185,44.9,2,0,0,1
1,all_other,0.1253,836.66,11.66992921,12.64,732,7050.0,28821,52.2,0,0,0,1
1,debt_consolidation,0.1459,413.58,11.79810441,12.48,692,6630.0,18159,96.6,3,0,0,1
1,debt_consolidation,0.1695,320.65,12.37581542,11.67,667,3869.958333,22353,99.3,0,0,1,1
1,debt_consolidation,0.1146,263.66,11.28978191,21.72,697,7577.0,73150,72.9,0,0,0,1
0,educational,0.1639999999999999,126.4,10.30895266,29.6,677,1643.0,3043,58.5,1,0,0,1
0,debt_consolidation,0.1322,253.51,10.70324447,22.52,702,4530.041667,7202,34.5,4,0,0,1
1,debt_consolidation,0.1051,97.53,10.59663473,16.08,727,3464.041667,14582,26.7,2,0,0,1
1,all_other,0.1537,104.54,11.00209984,1.0,672,1800.0,1048,31.8,1,0,0,1
1,debt_consolidation,0.1357,391.49,10.30895266,17.92,677,3390.0,11386,55.5,0,0,0,1
1,educational,0.1028,29.16,9.392661929,16.7,687,2069.0,3084,65.6,3,0,0,1
1,major_purchase,0.1095,98.15,10.98026315,7.4,722,5040.0,11855,76.0,2,1,0,1
1,small_business,0.179,902.5,11.35040654,4.93,722,3749.958333,2036,10.1,2,0,1,1
0,debt_consolidation,0.1253,481.92,12.61153775,3.76,717,5700.041667,95564,82.2,5,0,0,1
0,credit_card,0.1316,189.12,10.49127422,22.6,712,5393.041667,40553,82.0,1,0,0,1
1,home_improvement,0.0768,218.34,11.34687088,23.21,777,8430.0,36268,32.9,2,0,0,1
1,debt_consolidation,0.1103,491.3,11.11542853,15.5,707,2370.041667,12569,46.2,0,0,0,1
1,debt_consolidation,0.1461,206.86,10.88482268,22.72,667,3390.0,22978,83.9,1,0,0,1
1,small_business,0.1083,458.85,12.10071213,6.24,747,3600.0,60936,24.7,2,0,0,1
1,debt_consolidation,0.0963,385.14,11.08214255,11.76,752,7650.0,54707,50.6,2,0,0,1
1,debt_consolidation,0.0859,102.74,8.699514748,6.0,732,2157.0,1215,32.8,1,0,0,1
0,debt_consolidation,0.1347,169.62,9.392661929,9.9,697,1110.0,2905,25.5,4,0,0,1
0,all_other,0.1639999999999999,185.62,10.66895539,22.75,647,4143.041667,6970,62.8,0,2,0,1
1,educational,0.0894,190.63,10.59663473,2.91,732,3149.958333,7198,32.0,0,0,0,1
1,debt_consolidation,0.0859,316.11,11.91839057,15.75,757,4830.041667,42160,59.4,1,0,0,1
1,debt_consolidation,0.1426,480.29,11.60823564,20.04,682,4080.0,48306,86.8,0,0,0,1
1,home_improvement,0.1039,178.48,10.4341158,18.46,717,5670.0,175,1.0,0,0,0,1
1,debt_consolidation,0.1292,504.84,10.71441777,6.08,677,3240.0,5071,78.0,1,1,0,1
1,major_purchase,0.1253,802.36,10.81769612,12.46,757,3930.958333,0,0.0,2,0,0,1
1,home_improvement,0.1148,98.91,11.40756495,7.96,707,4949.958333,7562,47.0,2,0,0,1
0,debt_consolidation,0.1284,336.18,10.84642022,21.64,712,3000.041667,10227,92.1,4,0,0,1
1,debt_consolidation,0.1197,153.55,10.59663473,23.85,732,2353.958333,12811,47.6,0,0,0,1
0,credit_card,0.1218,333.0,11.09741002,12.45,712,4890.0,72733,81.5,2,0,0,1
1,all_other,0.1316,84.43,10.49127422,2.2,697,3570.0,2196,35.4,1,0,0,1
1,debt_consolidation,0.1739,645.26,11.22390917,11.84,672,1591.0,12798,93.2,1,0,0,1
0,debt_consolidation,0.1913,367.21,10.49127422,17.4,682,6630.041667,13650,94.8,9,0,1,1
1,small_business,0.1704,713.49,11.12726298,8.4,747,1860.0,632,1.3,6,0,0,1
1,debt_consolidation,0.1379,408.91,10.51888938,13.46,702,3210.041667,4800,94.1,1,0,0,1
1,debt_consolidation,0.1221,53.31,11.14186178,18.14,677,5251.041667,4658,44.3,3,1,1,1
0,small_business,0.1726,250.49,10.37349118,12.26,667,2520.0,26726,98.3,4,0,0,1
0,debt_consolidation,0.1186,265.17,11.05089001,10.42,687,6388.958333,7406,58.8,14,0,1,1
0,credit_card,0.1505,374.67,11.33857208,12.79,697,5370.041667,26598,97.1,6,0,0,1
0,debt_consolidation,0.1375,166.88,10.68051622,3.01,647,1260.0,1893,90.1,2,0,1,1
0,debt_consolidation,0.1122,164.22,11.35040654,7.4,672,3360.041667,2695,29.9,8,0,0,1
0,all_other,0.1533,487.59,11.23848862,9.49,652,2789.0,16075,80.4,1,1,0,1
1,small_business,0.2052,299.43,10.30895266,8.12,677,1522.0,7327,86.2,2,0,0,1
0,home_improvement,0.1568,350.02,11.22524339,8.83,677,1050.0,9700,36.7,2,0,0,1
1,debt_consolidation,0.1292,252.42,10.98529272,18.81,672,3889.0,12195,58.9,3,0,1,1
0,all_other,0.1496,86.62,11.35040654,11.21,667,2040.041667,11196,31.9,5,0,0,1
1,home_improvement,0.1287,168.17,10.87426647,16.57,682,3644.958333,1465,63.7,1,0,0,1
1,educational,0.1158,79.24,10.16585182,15.05,692,3450.958333,731,5.8,3,1,0,1
1,small_business,0.1146,823.93,11.36210258,13.86,757,4530.0,46055,20.2,0,0,0,1
1,debt_consolidation,0.1537,522.7,11.81303006,18.12,667,9000.041667,17258,81.4,1,1,0,1
1,all_other,0.1253,83.67,9.639522007,20.63,697,1560.0,1163,14.7,1,1,0,1
1,credit_card,0.1287,260.66,10.30253209,22.42,692,6990.0,7751,52.7,0,0,1,1
1,debt_consolidation,0.1347,508.84,11.46167427,11.89,702,4500.041667,31565,68.3,0,0,0,1
1,debt_consolidation,0.1355,343.0,10.2797298,15.82,667,3539.041667,18485,65.3,1,0,1,1
1,educational,0.1249,100.35,10.2791805,12.77,662,1110.0,566,51.5,3,1,0,1
1,debt_consolidation,0.1461,120.67,9.852867716,5.24,662,3360.041667,1418,28.9,2,0,0,1
0,small_business,0.1154,659.91,13.33100224,2.33,692,4005.958333,0,0.0,5,0,0,1
1,debt_consolidation,0.1273,302.1,10.16585182,17.12,692,6962.0,14152,71.7,0,0,0,1
1,small_business,0.1221,333.15,11.09741002,10.76,792,5850.0,0,0.0,7,0,0,1
0,debt_consolidation,0.1632,423.77,10.71441777,13.6,667,1679.9583329999998,13740,89.8,4,0,0,1
1,major_purchase,0.1114,262.43,9.968338525,17.71,772,2160.0,954,14.7,4,0,0,1
0,debt_consolidation,0.1438,254.29,10.49127422,26.08,682,3180.041667,204,4.6,11,0,0,1
1,credit_card,0.102,388.34,11.22524339,6.88,767,2760.041667,0,0.0,0,0,0,1
1,home_improvement,0.1126,821.59,11.33857208,7.0,772,7170.0,6024,39.9,3,0,0,1
1,debt_consolidation,0.1347,135.7,11.00209984,17.86,682,3750.0,1267,31.7,0,0,0,1
1,small_business,0.1078,365.51,11.28978191,7.56,697,4980.041667,18316,81.0,1,1,0,1
1,debt_consolidation,0.1442,275.07,10.858999,6.88,667,3960.0,9760,66.8,0,0,0,1
1,debt_consolidation,0.1146,329.57,11.45100751,7.85,727,6600.0,17465,95.4,1,0,0,1
0,debt_consolidation,0.1671,710.18,11.06663836,20.83,662,3269.0,11881,50.8,4,0,0,1
0,small_business,0.1979,296.46,11.35040654,9.94,692,1800.0,7491,29.0,6,0,0,1
0,all_other,0.1443,68.78,11.51292546,27.18,697,4050.0,53440,88.2,3,0,0,1
1,debt_consolidation,0.1126,591.54,11.69524702,5.99,767,6689.958333,15371,41.7,4,0,0,1
0,all_other,0.1565,139.95,10.63585545,9.95,727,3480.041667,2822,28.2,9,0,0,1
1,home_improvement,0.1253,227.58,11.08214255,4.1,747,2789.958333,155,1.2,6,0,0,1
1,debt_consolidation,0.1186,165.74,10.59663473,7.02,667,2789.041667,2197,75.8,0,2,0,1
0,debt_consolidation,0.1387,475.05,10.76587105,25.66,717,4860.041667,33377,49.0,2,0,0,1
0,all_other,0.1229,160.1,10.91508846,14.64,667,4229.958333,20749,89.1,6,1,0,1
1,debt_consolidation,0.1426,82.34,10.26813067,19.13,662,5220.041667,2041,70.4,0,0,1,1
1,debt_consolidation,0.0788,156.41,10.62132735,14.84,722,3390.041667,1451,31.5,0,0,0,1
0,all_other,0.16,193.37,10.51867319,16.61,667,6359.958333,11049,57.5,7,0,0,1
1,debt_consolidation,0.1218,266.4,10.49127422,17.27,702,3990.0,7976,47.2,3,0,1,1
1,debt_consolidation,0.08,313.37,10.34817337,7.62,772,3510.0,944,19.7,2,0,0,1
1,debt_consolidation,0.1531,313.34,10.69194491,6.14,662,6960.0,5776,77.0,1,0,0,1
1,debt_consolidation,0.1426,548.9,10.71441777,14.67,682,3959.958333,9092,23.2,0,0,0,1
0,all_other,0.1078,326.35,10.36501788,13.01,702,3629.0,2294,22.9,5,0,0,1
0,small_business,0.128,503.97,11.00209984,22.44,687,4859.041667,23,1.3,5,2,0,1
1,debt_consolidation,0.0775,101.47,10.49127422,2.73,742,2550.0,2353,12.4,0,0,0,1
0,small_business,0.1628,352.96,10.1266311,5.09,652,3659.0,14594,97.9,0,0,0,1
0,all_other,0.1292,64.79,10.34174248,21.65,667,1050.0,11806,42.9,8,0,0,1
1,all_other,0.0737,248.37,11.08220409,2.77,727,5219.958333,31939,53.2,1,0,0,1
0,debt_consolidation,0.1091,408.71,10.49127422,12.27,692,1770.0,12415,53.3,4,0,0,1
0,all_other,0.1861,419.29,10.91508846,1.66,652,2280.0,2097,17.0,4,1,0,1
0,educational,0.1134,197.4,9.798127037,3.67,687,567.0416667000001,745,22.4,3,0,0,1
0,credit_card,0.145,258.16,10.96819829,16.04,652,3514.0,939,11.7,1,0,1,1
1,all_other,0.0894,111.21,10.77895629,15.8,722,3870.041667,10659,76.4,0,0,0,1
1,debt_consolidation,0.1122,223.34,10.83958091,18.68,682,1889.041667,9495,87.9,2,0,0,1
1,debt_consolidation,0.1249,301.04,10.57131693,5.08,667,3690.0,26233,62.9,3,0,1,1
1,debt_consolidation,0.1253,301.2,11.88448902,9.76,722,5399.958333,110441,96.6,0,0,0,1
0,major_purchase,0.16,281.26,10.85127695,20.26,677,1980.0,1473,32.7,7,0,0,1
1,debt_consolidation,0.1316,108.07,10.75790288,11.0,672,3900.0,3371,48.2,1,0,0,1
1,credit_card,0.1241,167.06,11.38509209,23.88,677,3750.041667,40726,83.0,1,0,1,1
1,all_other,0.1078,70.17,9.308283446,19.15,692,2399.041667,1,0.2,2,0,1,1
1,debt_consolidation,0.1253,150.6,11.00209984,1.12,687,7499.958333,1916,43.5,0,0,1,1
1,debt_consolidation,0.1025,485.78,11.73606902,14.96,737,8490.0,8443,43.7,0,0,0,1
1,major_purchase,0.1385,341.04,11.33828632,1.8,722,1140.0,3109,15.9,2,0,0,1
1,debt_consolidation,0.1493,83.12,10.63969422,21.55,672,5460.0,4332,98.5,0,0,1,1
1,all_other,0.1183,99.41,9.764225485,20.34,732,1920.041667,228,9.9,1,0,0,1
1,debt_consolidation,0.1379,286.24,10.71441777,24.75,697,4829.958333,1924,91.6,1,0,0,1
1,debt_consolidation,0.1039,162.26,11.15051985,15.72,707,2970.0,5762,43.3,1,0,0,1
0,debt_consolidation,0.1475,103.63,10.49127422,15.87,642,2127.0,2779,86.8,1,1,0,1
1,debt_consolidation,0.1189,99.5,10.12647109,19.06,707,8730.0,1952,26.0,0,0,0,1
1,all_other,0.1474,51.81,10.5454467,1.04,667,2130.0,1781,59.4,3,0,0,1
0,debt_consolidation,0.1772,360.13,11.30684796,25.91,657,2430.041667,41603,81.1,0,0,0,1
1,small_business,0.1146,121.95,11.23848862,22.97,697,4290.0,47039,89.5,0,0,0,1
0,debt_consolidation,0.1312,226.98,11.00209984,13.16,672,5880.0,5513,88.9,9,0,1,1
1,debt_consolidation,0.1411,205.38,10.49127422,21.3,662,2550.0,8710,23.9,0,1,0,1
1,small_business,0.1493,346.32,11.00209984,20.58,682,6720.0,56189,89.2,0,0,0,1
1,all_other,0.0963,320.95,10.68510338,1.35,737,7559.958333,1876,12.3,2,0,0,1
0,all_other,0.1134,190.82,10.71441777,22.45,712,5129.958333,18933,60.3,9,0,0,1
1,debt_consolidation,0.1411,342.29,11.00209984,21.32,682,3090.041667,7168,23.3,1,0,0,1
0,all_other,0.1355,183.39,10.360912400000002,3.11,657,5879.958333,4383,54.8,5,0,0,1
0,small_business,0.1189,497.46,10.69648007,17.65,727,3150.041667,5665,26.6,4,0,0,1
0,all_other,0.1438,30.93,10.27505111,3.1,632,420.0416667,997,7.3,4,0,0,1
1,debt_consolidation,0.1109,491.73,10.37349118,4.8,697,3480.041667,4134,39.4,1,0,0,1
0,debt_consolidation,0.0951,372.44,9.903487553,14.58,737,6900.0,20245,50.1,1,0,0,1
1,small_business,0.0901,795.11,13.33100224,3.83,782,3660.0,148829,6.6,5,0,0,1
0,debt_consolidation,0.1148,417.88,10.63585545,16.07,737,4499.958333,19093,43.9,4,0,0,1
1,debt_consolidation,0.1793,865.92,11.91839057,23.44,672,3630.0,92965,61.9,0,0,0,1
0,all_other,0.1418,270.7,10.77895629,15.1,657,4710.0,5192,78.7,0,1,0,1
0,home_improvement,0.0976,188.91,10.59663473,17.43,727,4559.958333,33,0.1,4,0,1,1
1,home_improvement,0.1392,382.34,10.41271189,18.07,682,3300.0,6720,88.4,3,0,0,1
1,debt_consolidation,0.1221,359.81,11.32659589,12.68,717,6810.041667,23722,51.8,0,0,0,1
0,debt_consolidation,0.1758,359.42,11.56171563,15.89,662,3180.0,9705,78.9,5,0,1,1
1,educational,0.1253,669.33,10.83958091,23.93,722,2070.041667,10695,43.8,0,0,0,1
1,debt_consolidation,0.0932,127.79,10.62132735,17.82,747,3990.0,24764,32.0,0,0,0,1
1,small_business,0.1426,274.45,10.57387775,21.88,737,2681.0,16090,25.0,3,0,0,1
1,debt_consolidation,0.1253,401.6,11.00209984,19.32,717,3600.0,14855,82.1,1,0,0,1
1,debt_consolidation,0.1669999999999999,213.01,10.76848499,0.76,662,3330.0,981,89.2,0,0,0,1
1,educational,0.1025,32.39,9.259130536,21.37,702,5310.041667,5430,48.9,0,1,0,1
1,all_other,0.0859,63.23,9.903687533,8.7,747,4289.958333,4622,19.3,0,0,0,1
1,debt_consolidation,0.0963,38.52,10.95080655,16.67,717,2190.0,1203,14.9,3,0,0,1
1,debt_consolidation,0.1357,84.93,10.59663473,7.89,672,8460.0,1243,17.8,2,0,0,1
1,small_business,0.0932,278.74,10.858999,16.59,757,5520.0,43232,41.1,0,0,0,1
1,all_other,0.0894,222.41,10.71441777,15.2,722,3631.0,5764,31.5,1,0,0,1
1,all_other,0.08,70.51,11.08214255,12.55,802,6299.958333,116416,1.4,0,0,0,1
0,debt_consolidation,0.1218,166.5,11.91839057,20.18,702,6900.0,163522,85.4,1,0,0,1
0,all_other,0.1461,379.23,10.1266311,10.03,677,1860.0,8245,33.1,4,0,0,1
1,credit_card,0.1103,147.39,11.28978191,11.03,697,10649.95833,43712,82.5,0,0,0,1
1,debt_consolidation,0.1461,206.86,10.30895266,16.2,682,1769.9583329999998,16626,91.9,2,0,0,1
1,all_other,0.1071,782.44,11.15625052,0.57,727,5040.041667,782,3.0,1,0,0,1
1,debt_consolidation,0.1663,532.05,11.00126616,11.15,667,4410.0,13672,93.8,1,0,0,1
1,credit_card,0.1166,240.46,10.91348718,16.91,712,4859.958333,17581,98.2,0,0,0,1
1,all_other,0.1426,144.09,11.02698756,12.11,667,3869.958333,1506,34.2,0,3,0,1
0,credit_card,0.1078,293.72,11.91839057,11.57,687,3450.041667,31629,101.4,2,0,0,1
0,all_other,0.1141,395.2,10.67821472,14.9,692,720.0,20,0.4,2,0,0,1
1,all_other,0.1669999999999999,71.01,12.85839783,1.77,692,1530.0,13757,98.3,0,0,0,1
1,all_other,0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,1
1,all_other,0.0894,127.09,11.08214255,12.24,742,11190.95833,8782,38.3,4,0,0,1
0,credit_card,0.1474,538.78,11.15625052,24.89,672,6390.041667,67901,79.6,2,0,0,1
1,debt_consolidation,0.1221,666.3,11.184421400000002,14.63,727,4320.0,28585,60.8,0,0,0,1
1,debt_consolidation,0.1426,111.5,9.92329018,22.41,667,3450.041667,7986,81.5,1,0,1,1
1,all_other,0.1218,166.5,10.6896696,8.67,692,3239.958333,11797,68.2,0,0,0,1
1,all_other,0.0951,640.76,11.28978191,0.22,767,8476.0,464,18.6,8,0,0,1
1,home_improvement,0.1316,185.74,10.12262308,23.52,692,2850.041667,22479,86.8,2,0,0,1
0,home_improvement,0.1348,508.87,11.73606902,16.85,707,7440.041667,206877,92.5,1,0,0,1
0,all_other,0.1355,203.76,10.54534144,25.93,707,6915.0,39481,92.9,0,0,0,1
1,debt_consolidation,0.1253,669.33,11.35040654,24.56,717,4830.0,21621,60.1,1,0,0,1
0,debt_consolidation,0.1565,69.98,10.11047245,7.02,662,8190.041667,2999,39.5,6,0,0,1
0,debt_consolidation,0.1083,365.78,12.76569986,9.43,717,8640.0,228727,77.5,4,0,0,1
0,debt_consolidation,0.1059,325.45,11.2515607,16.54,692,4889.041667,18878,40.3,5,0,0,1
1,all_other,0.1496,173.23,10.30895266,24.4,662,2880.0,1451,46.8,0,1,0,1
0,debt_consolidation,0.1379,340.76,10.858999,21.99,682,3030.041667,6641,31.6,4,0,0,1
0,debt_consolidation,0.1091,326.97,11.22524339,8.0,677,2189.958333,1170,49.1,8,0,1,1
1,all_other,0.1059,269.31,11.59910316,24.01,767,4665.958333,29901,71.2,2,0,0,1
1,debt_consolidation,0.1533,626.91,11.17043516,15.75,692,4080.0,24322,95.0,1,0,0,1
1,debt_consolidation,0.1249,301.04,11.00209984,4.64,662,2222.0,8355,34.4,0,2,0,1
0,debt_consolidation,0.1568,336.02,10.30895266,10.12,672,1920.041667,9611,40.6,5,0,0,1
1,all_other,0.1001,216.23,10.59663473,5.13,717,6300.0,4225,28.9,3,0,1,1
0,small_business,0.1134,789.6,11.46163217,18.38,722,5100.0,148540,74.0,1,0,0,1
1,educational,0.0859,110.64,9.472396897,0.0,727,6540.0,11717,32.6,2,0,0,1
1,educational,0.1114,82.02,11.14919713,20.15,692,5250.041667,51489,77.9,2,0,0,1
1,debt_consolidation,0.16,175.79,10.385913699999998,16.3,662,3616.0,0,0.0,0,1,0,1
0,small_business,0.1726,715.69,11.35040654,17.08,727,5249.958333,28268,53.9,9,0,0,1
1,all_other,0.1095,162.76,10.83879629,12.69,762,5969.958333,16992,44.5,5,0,0,1
1,debt_consolidation,0.0774,288.78,11.1124479,8.17,777,5789.958333,18147,16.7,1,0,0,1
1,all_other,0.0705,148.32,10.6873891,7.37,772,3780.041667,0,0.0,4,0,0,1
1,debt_consolidation,0.1322,676.02,11.26446411,0.65,727,1698.9583329999998,5142,27.2,0,0,0,1
1,debt_consolidation,0.1183,659.37,11.06663836,8.18,737,6946.0,27095,67.1,2,0,0,1
0,small_business,0.1916,293.9,10.57704408,13.19,677,869.9583332999998,634,42.3,3,0,0,1
1,debt_consolidation,0.1218,807.53,10.90738615,17.41,737,4111.041667,28559,73.2,0,0,0,1
0,all_other,0.16,175.79,10.83368119,5.82,677,3029.958333,49082,0.0,0,0,0,1
0,debt_consolidation,0.1461,744.67,12.3883942,13.86,697,4470.041667,219250,91.8,1,0,0,1
1,debt_consolidation,0.1292,807.74,11.29849385,15.08,697,4440.0,21364,86.5,0,0,0,1
1,debt_consolidation,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194,54.8,1,0,0,1
1,debt_consolidation,0.1505,85.87,11.184421400000002,19.87,672,4800.0,5517,34.1,2,0,0,1
1,small_business,0.1496,788.18,11.00209984,7.3,782,4619.958333,2247,18.6,0,0,0,1
1,educational,0.1474,172.69,10.95080655,9.81,687,6120.0,3335,45.1,2,0,0,1
1,major_purchase,0.0932,191.69,11.46468015,9.51,742,4680.0,31108,34.9,0,0,0,1
1,all_other,0.1095,261.71,10.59653473,22.98,692,7230.0,25336,48.5,1,0,0,1
1,debt_consolidation,0.1062,468.86,10.49127422,22.43,722,2790.041667,10899,84.5,0,0,0,1
1,all_other,0.1059,32.55,10.43382164,14.47,687,1110.0,4485,36.9,1,0,0,1
0,all_other,0.16,87.9,10.18111929,5.82,662,9180.0,1436,65.3,6,1,0,1
1,debt_consolidation,0.1253,120.48,10.78915411,24.47,692,2159.958333,15888,75.7,0,0,0,1
1,small_business,0.1669999999999999,541.4,10.24281286,13.16,747,1140.0,29,0.3,2,0,0,1
1,debt_consolidation,0.1114,393.65,10.71441777,23.2,772,3846.041667,3663,28.2,0,0,0,1
1,debt_consolidation,0.1568,875.04,11.58988651,15.73,682,3570.0,36015,88.5,1,0,0,1
1,major_purchase,0.1843,872.88,13.30468493,7.09,662,6120.0,58222,39.0,1,0,0,1
1,small_business,0.1311,269.96,10.46310334,1.65,742,2130.041667,1692,35.2,3,1,0,1
1,debt_consolidation,0.1349,407.17,10.91508846,14.53,667,9030.0,2569,98.8,0,0,0,1
0,all_other,0.1317,81.07,9.85198371,24.51,687,929.9583332999998,0,0.0,0,0,0,1
1,major_purchase,0.1355,155.37,11.06663836,13.5,697,7582.0,8399,41.0,2,0,0,1
1,all_other,0.0932,527.13,11.05885818,8.35,732,4079.958333,41921,85.2,0,0,0,1
1,all_other,0.0996,32.25,10.46310334,5.83,687,2158.958333,1188,3.0,2,0,0,1
0,debt_consolidation,0.1482,172.89,10.645424900000002,18.51,652,4020.0,9792,64.0,8,0,0,1
1,all_other,0.1103,235.83,10.34174248,14.4,692,3930.0,19076,66.6,0,0,0,1
0,major_purchase,0.1347,118.73,9.61580548,17.28,727,930.0,0,0.0,0,0,0,1
1,major_purchase,0.1496,277.16,10.645424900000002,4.46,672,1769.9583329999998,5626,26.9,0,0,0,1
1,all_other,0.0775,62.45,10.08580911,2.4,742,2290.041667,949,55.8,1,0,0,1
0,credit_card,0.1261,107.23,11.26076496,16.72,667,10320.0,80837,58.0,4,0,0,1
1,debt_consolidation,0.1322,669.26,11.58058411,17.05,707,3990.0,23075,67.3,0,0,0,1
1,debt_consolidation,0.1393,527.52,10.645424900000002,19.71,667,2490.0,12032,87.2,3,0,1,1
1,debt_consolidation,0.1287,538.14,11.00209984,10.42,717,3360.0,15949,92.7,1,0,0,1
1,debt_consolidation,0.1218,566.1,11.05885818,15.8,717,6240.0,21441,80.6,1,0,0,1
0,small_business,0.1387,852.87,11.95761129,20.79,712,7260.0,188854,0.0,0,1,1,1
1,debt_consolidation,0.1496,242.52,10.6873891,12.66,662,5250.041667,3294,70.1,1,0,0,1
1,small_business,0.1316,378.23,11.06350847,4.25,732,5219.958333,8897,19.1,3,0,0,1
1,debt_consolidation,0.1287,210.21,10.27505111,23.26,692,3780.041667,12082,82.2,1,1,0,1
1,home_improvement,0.1253,301.2,11.4294569,20.3,722,4446.958333,42813,0.0,2,0,0,1
0,debt_consolidation,0.145,385.52,11.23848862,20.02,667,3780.041667,7327,50.9,6,0,1,1
1,debt_consolidation,0.1316,405.25,11.30220443,20.5,702,3240.0,57822,78.5,0,0,0,1
0,all_other,0.1482,186.72,10.77895629,19.4,652,4619.958333,21093,85.1,3,1,0,1
1,debt_consolidation,0.1114,328.04,10.30895266,12.92,727,4470.0,14257,29.5,0,0,0,1
1,all_other,0.1126,315.49,10.59653473,23.52,717,3359.958333,8405,42.6,2,0,0,1
0,debt_consolidation,0.1425,171.5,10.46310334,21.5,657,4349.0,4473,106.5,7,0,1,1
0,credit_card,0.1418,350.37,11.69524702,4.94,657,4139.041667,5854,46.5,5,0,2,1
1,small_business,0.1669999999999999,168.64,10.34817337,18.27,687,1633.041667,14940,40.8,0,0,0,1
1,all_other,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801,63.7,0,0,0,1
0,debt_consolidation,0.1442,137.54,10.59663473,22.32,707,7409.958333,12121,89.8,7,1,0,1
0,all_other,0.0996,51.6,9.798127037,10.33,682,2910.0,6646,100.7,1,0,0,1
